epoch,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.6466514468193054,0.24143394827842712,0.8213281035423279,0.31046876311302185,1.4667807817459106,0.7707385420799255,0.277195543050766,0.965399980545044,0.43963998556137085,1.2239469289779663
1,0.7908685207366943,0.28690680861473083,0.962890625,0.48746874928474426,1.144781470298767,0.7981127500534058,0.2886776328086853,0.9638599753379822,0.5164600014686584,1.1020395755767822
2,0.812511682510376,0.3045620620250702,0.9570624828338623,0.5326718688011169,1.0588876008987427,0.8158990740776062,0.30818140506744385,0.9557999968528748,0.5458400249481201,1.0400493144989014
3,0.8197388648986816,0.3130089342594147,0.9537968635559082,0.5495468974113464,1.0251095294952393,0.822517454624176,0.31499993801116943,0.9554200172424316,0.5531399846076965,1.0165736675262451
4,0.8243691325187683,0.31765201687812805,0.9542812705039978,0.558343768119812,1.0057177543640137,0.8229873776435852,0.31732144951820374,0.9545599818229675,0.5549200177192688,1.0123217105865479
5,0.8270202875137329,0.32224157452583313,0.9517655968666077,0.5629374980926514,0.9916372299194336,0.8245368003845215,0.3195876181125641,0.9535599946975708,0.559220016002655,1.0022403001785278
6,0.8298710584640503,0.32461419701576233,0.952468752861023,0.571890652179718,0.9777299165725708,0.8270947933197021,0.32490110397338867,0.949400007724762,0.5633800029754639,0.9921373724937439
7,0.8320885896682739,0.3279525339603424,0.9526406526565552,0.5755781531333923,0.9667192101478577,0.8274980187416077,0.32715362310409546,0.9479799866676331,0.5615800023078918,0.9914206862449646
8,0.834142804145813,0.33117878437042236,0.9510937333106995,0.5808125138282776,0.9550574421882629,0.8301779627799988,0.3319218158721924,0.9437400102615356,0.5662999749183655,0.985488772392273
9,0.8360152840614319,0.33300507068634033,0.9510312676429749,0.5846093893051147,0.9466984272003174,0.8318121433258057,0.3347253203392029,0.9442200064659119,0.5696600079536438,0.977960467338562
