epoch,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.7703991532325745,0.8194193243980408,0.544160008430481,0.712119996547699,0.5279785394668579,0.7977768778800964,0.9108612537384033,0.6286399960517883,0.7835599780082703,0.4723723530769348
1,0.8251132965087891,0.8240657448768616,0.7303199768066406,0.7871999740600586,0.4601917266845703,0.8260496854782104,0.9295626878738403,0.6376799941062927,0.7946799993515015,0.42346733808517456
2,0.8703310489654541,0.8740360140800476,0.7888000011444092,0.8375599980354309,0.36654311418533325,0.8831441402435303,0.8983791470527649,0.7892799973487854,0.8500000238418579,0.33554449677467346
3,0.8767765760421753,0.886604368686676,0.7968800067901611,0.8474799990653992,0.3518648147583008,0.8782334327697754,0.889560878276825,0.8119199872016907,0.8555600047111511,0.3377220034599304
4,0.8910182118415833,0.8952214121818542,0.8167999982833862,0.8605999946594238,0.3193489909172058,0.8957822918891907,0.8692128658294678,0.8666399717330933,0.868120014667511,0.32238346338272095
5,0.8942724466323853,0.8993803858757019,0.8244799971580505,0.8661199808120728,0.30947208404541016,0.8833538293838501,0.9179342985153198,0.7820799946784973,0.8560799956321716,0.31715357303619385
6,0.9027318358421326,0.9113176465034485,0.8393599987030029,0.8788400292396545,0.28444260358810425,0.8844233751296997,0.8938113451004028,0.8376799821853638,0.8690800070762634,0.33078160881996155
7,0.9102898836135864,0.9131852388381958,0.8515999913215637,0.8853200078010559,0.27059102058410645,0.8789210915565491,0.9251551032066345,0.7752799987792969,0.8562800288200378,0.34327808022499084
8,0.9174171686172485,0.9188708066940308,0.8671200275421143,0.8952800035476685,0.2527014911174774,0.8963904976844788,0.8739469051361084,0.8796799778938293,0.8763999938964844,0.3297160267829895
9,0.9142568707466125,0.9275601506233215,0.8543199896812439,0.8938000202178955,0.24979068338871002,0.8854272365570068,0.8564939498901367,0.8899999856948853,0.8704400062561035,0.3423338532447815
10,0.920001208782196,0.9275053143501282,0.8700000047683716,0.9010000228881836,0.23606589436531067,0.8934462666511536,0.8819077014923096,0.8668799996376038,0.8754000067710876,0.31877660751342773
11,0.9304949641227722,0.9395288825035095,0.8775200247764587,0.9105200171470642,0.21383526921272278,0.8948131203651428,0.8679737448692322,0.8783199787139893,0.8723599910736084,0.3216281533241272
12,0.9331958889961243,0.9379444718360901,0.8863199949264526,0.9138399958610535,0.20947027206420898,0.8917046189308167,0.8777042031288147,0.8698400259017944,0.8743199706077576,0.32555678486824036
13,0.9375849366188049,0.9427820444107056,0.8897600173950195,0.9178799986839294,0.1954738348722458,0.8951955437660217,0.8780841827392578,0.8712000250816345,0.8751199841499329,0.3242567181587219
14,0.9405142664909363,0.9470917582511902,0.8935999870300293,0.9218400120735168,0.18905767798423767,0.8760058283805847,0.9223236441612244,0.7760800123214722,0.8553599715232849,0.3369305729866028
15,0.9438247084617615,0.9522155523300171,0.8991199731826782,0.9269999861717224,0.17703600227832794,0.8889425992965698,0.8805508017539978,0.8645600080490112,0.8736400008201599,0.3438045382499695
16,0.9469481110572815,0.9503599405288696,0.908240020275116,0.930400013923645,0.17046423256397247,0.8765457272529602,0.9122871160507202,0.7971199750900269,0.8602399826049805,0.3721477687358856
17,0.9490231871604919,0.9551336169242859,0.9094399809837341,0.9333599805831909,0.16055914759635925,0.8810237646102905,0.8368909358978271,0.909600019454956,0.866159975528717,0.4146333634853363
18,0.9540127515792847,0.9580021500587463,0.9160799980163574,0.9379600286483765,0.15108664333820343,0.8731949329376221,0.9061793088912964,0.8012800216674805,0.8591600060462952,0.39443129301071167
19,0.9531621932983398,0.9574787616729736,0.918720006942749,0.9389600157737732,0.15082623064517975,0.8817232251167297,0.8810485601425171,0.8550400137901306,0.8697999715805054,0.4109955430030823
20,0.9610757827758789,0.9673360586166382,0.9287199974060059,0.9486799836158752,0.1281537115573883,0.8791922926902771,0.8496831655502319,0.8903999924659729,0.8664399981498718,0.44958335161209106
21,0.9588795900344849,0.9665019512176514,0.9232800006866455,0.9456400275230408,0.13294455409049988,0.8689627051353455,0.9076172113418579,0.788320004940033,0.8540400266647339,0.44165754318237305
22,0.9668900966644287,0.9706419110298157,0.9363200068473816,0.9539999961853027,0.11653716117143631,0.8645985722541809,0.9023484587669373,0.777679979801178,0.8467599749565125,0.46128183603286743
23,0.966734766960144,0.9703224897384644,0.9363999962806702,0.9538800120353699,0.11632521450519562,0.875596821308136,0.8651125431060791,0.8609600067138672,0.8633599877357483,0.4565708637237549
24,0.9725849032402039,0.9760257005691528,0.9477599859237671,0.9622399806976318,0.09909720718860626,0.8712468147277832,0.8841672539710999,0.8256000280380249,0.8587200045585632,0.47380122542381287
25,0.9653126001358032,0.9686776995658875,0.9376800060272217,0.9536799788475037,0.12232932448387146,0.8753650188446045,0.872801661491394,0.853600025177002,0.8646000027656555,0.48111867904663086
26,0.9698479175567627,0.9761292934417725,0.9421600103378296,0.959559977054596,0.10418101400136948,0.871224045753479,0.8857976794242859,0.8252800107002258,0.85944002866745,0.48479562997817993
27,0.9747995734214783,0.975968599319458,0.9552000164985657,0.9658399820327759,0.09158159792423248,0.8644870519638062,0.8760548830032349,0.822160005569458,0.8529199957847595,0.5114412307739258
28,0.9737933278083801,0.9796408414840698,0.9469599723815918,0.9636399745941162,0.09010997414588928,0.8734474778175354,0.8690640330314636,0.8564800024032593,0.8637199997901917,0.5396047830581665
29,0.9784659743309021,0.9803617000579834,0.9584800004959106,0.9696400165557861,0.08234516531229019,0.8698521256446838,0.8803815841674805,0.8343200087547302,0.860480010509491,0.5866013169288635
30,0.9722675085067749,0.9747602939605713,0.9516000151634216,0.9634799957275391,0.09522220492362976,0.8585668802261353,0.8952865600585938,0.788640022277832,0.8482000231742859,0.5681922435760498
31,0.9801759719848633,0.984184205532074,0.9607999920845032,0.9726799726486206,0.07463917136192322,0.8669456243515015,0.8707595467567444,0.841920018196106,0.8584799766540527,0.5953863859176636
32,0.9819054007530212,0.985905110836029,0.9624800086021423,0.9743599891662598,0.06833645701408386,0.8683149814605713,0.8597561120986938,0.8572800159454346,0.8587200045585632,0.5847663283348083
33,0.9860153794288635,0.9891772866249084,0.9724799990653992,0.9809200167655945,0.05501113831996918,0.8628015518188477,0.8843890428543091,0.8176000118255615,0.8553599715232849,0.643449068069458
34,0.9901203513145447,0.9933430552482605,0.978879988193512,0.9861599802970886,0.042134057730436325,0.8641652464866638,0.8597708344459534,0.8524799942970276,0.856719970703125,0.6936344504356384
35,0.9812261462211609,0.9818743467330933,0.9664000272750854,0.9742799997329712,0.07160673290491104,0.868385910987854,0.8592480421066284,0.8629599809646606,0.86080002784729,0.6455977559089661
36,0.9855969548225403,0.9878842234611511,0.9719200134277344,0.9800000190734863,0.05914640799164772,0.8593361377716064,0.8871708512306213,0.8032799959182739,0.8505600094795227,0.6881783604621887
37,0.9891211986541748,0.9911576509475708,0.9774399995803833,0.9843599796295166,0.04759795591235161,0.8664104342460632,0.8660575747489929,0.8493599891662598,0.859000027179718,0.7249491214752197
38,0.9920429587364197,0.9932950735092163,0.983680009841919,0.9885200262069702,0.035508785396814346,0.8628929257392883,0.8561006784439087,0.8543199896812439,0.8553599715232849,0.7403746247291565
39,0.9883288741111755,0.9890847206115723,0.9786400198936462,0.9839199781417847,0.048871323466300964,0.8609254956245422,0.8814699649810791,0.8174399733543396,0.8537600040435791,0.734298825263977
40,0.987410843372345,0.9894634485244751,0.976639986038208,0.9831200242042542,0.05213114246726036,0.8653134107589722,0.8587629795074463,0.8541600108146667,0.8568400144577026,0.7216862440109253
41,0.9911152720451355,0.9927231669425964,0.9822400212287903,0.9875199794769287,0.03924019634723663,0.8611213564872742,0.8729850649833679,0.8275200128555298,0.8535599708557129,0.7440271973609924
42,0.9936804175376892,0.9952476620674133,0.9884799718856812,0.9918799996376038,0.030556928366422653,0.8604836463928223,0.8694997429847717,0.8315200209617615,0.8533599972724915,0.7930593490600586
43,0.9904857277870178,0.9906406402587891,0.9822400212287903,0.9864799976348877,0.044930506497621536,0.8615073561668396,0.8622837662696838,0.8415200114250183,0.8535599708557129,0.7768515348434448
44,0.9948780536651611,0.9957316517829895,0.9891200065612793,0.9924399852752686,0.026249611750245094,0.8635502457618713,0.8500549793243408,0.8662400245666504,0.856719970703125,0.8673021197319031
45,0.9934731721878052,0.9932464957237244,0.988319993019104,0.9908000230789185,0.030401580035686493,0.8587802648544312,0.8323507308959961,0.8809599876403809,0.8517600297927856,0.8739022612571716
46,0.9929398894309998,0.9924461841583252,0.9879999756813049,0.9902399778366089,0.032973773777484894,0.8596295118331909,0.8489896059036255,0.8604000210762024,0.8536800146102905,0.829279363155365
47,0.9942412376403809,0.9942173361778259,0.9903200268745422,0.9922800064086914,0.029304804280400276,0.8594639301300049,0.8521351218223572,0.855679988861084,0.853600025177002,0.8635719418525696
48,0.9950935244560242,0.9958996772766113,0.9909600019454956,0.9934399724006653,0.024880651384592056,0.8550852537155151,0.828534722328186,0.8771200180053711,0.8478000164031982,0.913618266582489
49,0.9941235184669495,0.9948486685752869,0.9887999892234802,0.9918400049209595,0.027083657681941986,0.8608047962188721,0.8560551404953003,0.8544800281524658,0.855400025844574,0.8920722007751465
