epoch,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.6579177975654602,0.7166028618812561,0.3145599961280823,0.5950800180435181,0.646416187286377,0.7724035978317261,0.6731896996498108,0.817359983921051,0.7102800011634827,0.6046944260597229
1,0.6997188329696655,0.753852367401123,0.450080007314682,0.6515600085258484,0.5990913510322571,0.6888179779052734,0.6506164073944092,0.5826399922370911,0.634880006313324,0.638744592666626
2,0.6909536719322205,0.7498469948768616,0.39208000898361206,0.6306399703025818,0.6131308078765869,0.5963432788848877,0.614943265914917,0.36871999502182007,0.5689200162887573,0.6753606796264648
3,0.7122421860694885,0.7643985748291016,0.46823999285697937,0.6619600057601929,0.590431809425354,0.793735682964325,0.8012300729751587,0.6878399848937988,0.7585999965667725,0.5077284574508667
4,0.7267134785652161,0.739386260509491,0.512719988822937,0.6660000085830688,0.5910643339157104,0.7294045686721802,0.7838777899742126,0.41464000940322876,0.650160014629364,0.5826408863067627
5,0.7362025380134583,0.720582127571106,0.5545600056648254,0.66975998878479,0.5824494361877441,0.5903151631355286,0.7849109768867493,0.1340000033378601,0.5486400127410889,0.6586224436759949
6,0.7593575119972229,0.7645244002342224,0.5947999954223633,0.7057999968528748,0.5456488132476807,0.7559145092964172,0.7915423512458801,0.6154400110244751,0.7266799807548523,0.5608364343643188
7,0.7907683253288269,0.7879852056503296,0.6820799708366394,0.7492799758911133,0.5055029392242432,0.7771590948104858,0.8064817190170288,0.5534399747848511,0.710319995880127,0.516502857208252
8,0.7852491140365601,0.7986769080162048,0.6471199989318848,0.7419999837875366,0.5096071362495422,0.6231668591499329,0.7237499952316284,0.3705599904060364,0.6145600080490112,0.8023112416267395
9,0.6747564077377319,0.7634989023208618,0.33935999870300293,0.6171200275421143,0.6148656606674194,0.6184388995170593,0.6745359301567078,0.2994399964809418,0.5774800181388855,0.6550943851470947
